timestamp,actual,forecast
2020-04-02 20:37:50,71.9,41.16923939677058
2020-04-02 20:38:00,90.0,37.895562425433454
2020-04-02 20:38:10,81.8,37.06030711640948
2020-04-02 20:38:20,51.8,36.84719768705495
2020-04-02 20:38:30,12.4,36.79282433750643
2020-04-02 20:38:40,74.1,36.77895136553105
2020-04-02 20:38:50,70.4,36.775411775768276
2020-04-02 20:39:00,56.3,36.77450867470882
2020-04-02 20:39:10,45.3,36.77427825492058
2020-04-02 20:39:20,37.2,36.77421946495654
2020-04-02 20:39:30,39.8,36.7742044651169
2020-04-02 20:39:40,90.7,36.774200638014904
2020-04-02 20:39:50,93.7,36.77419966155715
2020-04-02 20:40:00,59.2,36.77419941242092
2020-04-02 20:40:10,94.8,36.77419934885559
2020-04-02 20:40:20,458.2,36.77419933263735
2020-04-02 20:40:30,52.3,36.774199328499385
2020-04-02 20:40:40,454.6,36.77419932744361
2020-04-02 20:40:50,118.4,36.77419932717424
2020-04-02 20:41:00,116.8,36.77419932710551
2020-04-02 20:41:10,69.4,36.77419932708797
2020-04-02 20:41:20,106.4,36.774199327083494
2020-04-02 20:41:30,108.4,36.77419932708235
2020-04-02 20:41:40,110.7,36.77419932708206
2020-04-02 20:41:50,100.0,36.77419932708199
2020-04-02 20:42:00,61.1,36.774199327081966
2020-04-02 20:42:10,29.2,36.77419932708196
2020-04-02 20:42:20,11.7,36.77419932708196
2020-04-02 20:42:30,15.8,36.77419932708196
2020-04-02 20:42:40,61.0,36.77419932708196
2020-04-02 20:42:50,23.8,36.77419932708196
2020-04-02 20:43:00,28.7,36.77419932708196
2020-04-02 20:43:10,28.7,36.77419932708196
2020-04-02 20:43:20,67.5,36.77419932708196
2020-04-02 20:43:30,25.4,36.77419932708196
2020-04-02 20:43:40,44.7,36.77419932708196
2020-04-02 20:43:50,45.0,36.77419932708196
2020-04-02 20:44:00,49.3,36.77419932708196
2020-04-02 20:44:10,27.3,36.77419932708196
2020-04-02 20:44:20,26.4,36.77419932708196
2020-04-02 20:44:30,20.9,36.77419932708196
2020-04-02 20:44:40,20.3,36.77419932708196
2020-04-02 20:44:50,25.9,36.77419932708196
2020-04-02 20:45:00,60.4,36.77419932708196
2020-04-02 20:45:10,26.2,36.77419932708196
2020-04-02 20:45:20,79.9,36.77419932708196
2020-04-02 20:45:30,98.5,36.77419932708196
2020-04-02 20:45:40,83.3,36.77419932708196
2020-04-02 20:45:50,109.1,36.77419932708196
2020-04-02 20:46:00,89.7,36.77419932708196
2020-04-02 20:46:10,52.1,135.07897389192954
2020-04-02 20:46:20,59.5,152.2493174428158
2020-04-02 20:46:30,30.6,156.63790334366237
2020-04-02 20:46:40,40.3,157.75958656170812
2020-04-02 20:46:50,37.7,158.0462787377466
2020-04-02 20:47:00,74.2,158.1195546881035
2020-04-02 20:47:10,53.0,158.13828336418703
2020-04-02 20:47:20,60.0,158.1430702459147
2020-04-02 20:47:30,61.8,158.14429372997589
2020-04-02 20:47:40,43.2,158.1446064415349
2020-04-02 20:47:50,51.6,158.14468636780632
2020-04-02 20:48:00,42.4,158.14470679624486
2020-04-02 20:48:10,53.7,158.14471201757064
2020-04-02 20:48:20,77.1,158.1447133520947
2020-04-02 20:48:30,62.7,158.1447136931871
2020-04-02 20:48:40,45.4,158.14471378036725
2020-04-02 20:48:50,57.4,158.14471380264973
2020-04-02 20:49:00,19.0,158.14471380834493
2020-04-02 20:49:10,17.7,158.14471380980058
2020-04-02 20:49:20,15.0,158.14471381017262
2020-04-02 20:49:30,21.4,158.14471381026772
2020-04-02 20:49:40,10.6,158.14471381029202
2020-04-02 20:49:50,19.0,158.14471381029824
2020-04-02 20:50:00,18.9,158.14471381029983
2020-04-02 20:50:10,13.1,158.14471381030023
2020-04-02 20:50:20,22.1,158.14471381030035
2020-04-02 20:50:30,18.7,158.14471381030037
2020-04-02 20:50:40,10.5,158.14471381030037
2020-04-02 20:50:50,7.4,158.14471381030037
2020-04-02 20:51:00,6.5,158.14471381030037
2020-04-02 20:51:10,6.8,158.14471381030037
2020-04-02 20:51:20,8.7,158.14471381030037
2020-04-02 20:51:30,7.8,158.14471381030037
2020-04-02 20:51:40,7.0,158.14471381030037
2020-04-02 20:51:50,8.9,158.14471381030037
2020-04-02 20:52:00,8.7,158.14471381030037
2020-04-02 20:52:10,7.9,158.14471381030037
2020-04-02 20:52:20,5.5,158.14471381030037
2020-04-02 20:52:30,6.3,158.14471381030037
2020-04-02 20:52:40,417.5,158.14471381030037
2020-04-02 20:52:50,4.5,158.14471381030037
2020-04-02 20:53:00,5.8,158.14471381030037
2020-04-02 20:53:10,448.1,158.14471381030037
2020-04-02 20:53:20,12.3,158.14471381030037
2020-04-02 20:53:30,11.8,158.14471381030037
2020-04-02 20:53:40,5.1,158.14471381030037
2020-04-02 20:53:50,17.9,158.14471381030037
2020-04-02 20:54:00,7.4,158.14471381030037
2020-04-02 20:54:10,5.9,158.14471381030037
2020-04-02 20:54:20,14.2,158.14471381030037
2020-04-02 20:54:30,50.8,81.26295891643865
2020-04-02 20:54:40,80.4,84.3942619792034
2020-04-02 20:54:50,104.0,85.18736166813325
2020-04-02 20:55:00,20.7,85.38823878030432
2020-04-02 20:55:10,15.4,85.4391171437149
2020-04-02 20:55:20,45.2,85.4520036683934
2020-04-02 20:55:30,37.3,85.45526758073566
2020-04-02 20:55:40,15.4,85.45609426784051
2020-04-02 20:55:50,28.9,85.45630365200824
2020-04-02 20:56:00,67.9,85.45635668504751
2020-04-02 20:56:10,44.9,85.45637011731073
2020-04-02 20:56:20,54.4,85.45637351944829
2020-04-02 20:56:30,65.6,85.45637438114522
2020-04-02 20:56:40,58.7,85.45637459939671
2020-04-02 20:56:50,74.5,85.45637465467567
2020-04-02 20:57:00,120.6,85.45637466867679
2020-04-02 20:57:10,107.9,85.456374672223
2020-04-02 20:57:20,94.5,85.45637467312119
2020-04-02 20:57:30,78.9,85.45637467334868
2020-04-02 20:57:40,106.4,85.4563746734063
2020-04-02 20:57:50,91.7,85.4563746734209
2020-04-02 20:58:00,51.1,85.45637467342459
2020-04-02 20:58:10,68.7,85.45637467342553
2020-04-02 20:58:20,50.2,85.45637467342577
2020-04-02 20:58:30,38.8,85.45637467342583
2020-04-02 20:58:40,35.3,85.45637467342584
2020-04-02 20:58:50,24.4,85.45637467342584
2020-04-02 20:59:00,28.0,85.45637467342584
2020-04-02 20:59:10,30.3,85.45637467342584
2020-04-02 20:59:20,26.0,85.45637467342584
2020-04-02 20:59:30,43.6,85.45637467342584
2020-04-02 20:59:40,58.0,85.45637467342584
2020-04-02 20:59:50,28.5,85.45637467342584
2020-04-02 21:00:00,29.2,85.45637467342584
2020-04-02 21:00:10,22.3,85.45637467342584
2020-04-02 21:00:20,32.1,85.45637467342584
2020-04-02 21:00:30,21.8,85.45637467342584
2020-04-02 21:00:40,25.0,85.45637467342584
2020-04-02 21:00:50,26.5,85.45637467342584
2020-04-02 21:01:00,28.2,85.45637467342584
2020-04-02 21:01:10,26.6,85.45637467342584
2020-04-02 21:01:20,26.6,85.45637467342584
2020-04-02 21:01:30,24.1,85.45637467342584
2020-04-02 21:01:40,21.8,85.45637467342584
2020-04-02 21:01:50,22.3,85.45637467342584
2020-04-02 21:02:00,24.7,85.45637467342584
2020-04-02 21:02:10,27.2,85.45637467342584
2020-04-02 21:02:20,79.0,85.45637467342584
2020-04-02 21:02:30,119.3,85.45637467342584
2020-04-02 21:02:40,97.3,85.45637467342584
