timestamp,actual,forecast
2020-04-02 20:37:50,120.8,131.26214882954355
2020-04-02 20:38:00,111.5,129.0880525753393
2020-04-02 20:38:10,138.6,128.849786117852
2020-04-02 20:38:20,115.0,128.8236737023351
2020-04-02 20:38:30,123.3,128.82081195565317
2020-04-02 20:38:40,140.3,128.8204983272925
2020-04-02 20:38:50,147.0,128.82046395571476
2020-04-02 20:39:00,130.0,128.82046018881894
2020-04-02 20:39:10,128.0,128.82045977599228
2020-04-02 20:39:20,126.0,128.82045973074923
2020-04-02 20:39:30,133.0,128.8204597257909
2020-04-02 20:39:40,124.4,128.8204597252475
2020-04-02 20:39:50,103.6,128.82045972518796
2020-04-02 20:40:00,112.4,128.82045972518142
2020-04-02 20:40:10,112.5,128.8204597251807
2020-04-02 20:40:20,98.1,128.82045972518063
2020-04-02 20:40:30,81.0,128.82045972518063
2020-04-02 20:40:40,91.9,128.82045972518063
2020-04-02 20:40:50,113.3,128.82045972518063
2020-04-02 20:41:00,85.9,128.82045972518063
2020-04-02 20:41:10,101.0,128.82045972518063
2020-04-02 20:41:20,131.9,128.82045972518063
2020-04-02 20:41:30,111.9,128.82045972518063
2020-04-02 20:41:40,104.9,128.82045972518063
2020-04-02 20:41:50,111.3,128.82045972518063
2020-04-02 20:42:00,93.7,128.82045972518063
2020-04-02 20:42:10,100.5,128.82045972518063
2020-04-02 20:42:20,105.0,128.82045972518063
2020-04-02 20:42:30,101.0,128.82045972518063
2020-04-02 20:42:40,108.8,128.82045972518063
2020-04-02 20:42:50,97.4,128.82045972518063
2020-04-02 20:43:00,118.3,128.82045972518063
2020-04-02 20:43:10,123.1,128.82045972518063
2020-04-02 20:43:20,106.0,128.82045972518063
2020-04-02 20:43:30,127.8,128.82045972518063
2020-04-02 20:43:40,106.0,128.82045972518063
2020-04-02 20:43:50,114.2,128.82045972518063
2020-04-02 20:44:00,99.7,128.82045972518063
2020-04-02 20:44:10,110.3,128.82045972518063
2020-04-02 20:44:20,114.1,128.82045972518063
2020-04-02 20:44:30,106.4,128.82045972518063
2020-04-02 20:44:40,105.0,128.82045972518063
2020-04-02 20:44:50,77.7,128.82045972518063
2020-04-02 20:45:00,114.1,128.82045972518063
2020-04-02 20:45:10,115.6,128.82045972518063
2020-04-02 20:45:20,112.4,128.82045972518063
2020-04-02 20:45:30,115.2,128.82045972518063
2020-04-02 20:45:40,137.1,128.82045972518063
2020-04-02 20:45:50,111.1,128.82045972518063
2020-04-02 20:46:00,126.7,128.82045972518063
2020-04-02 20:46:10,266.1,272.3180438543471
2020-04-02 20:46:20,301.5,273.3878219512274
2020-04-02 20:46:30,298.0,273.50092930607184
2020-04-02 20:46:40,278.1,273.5128881167422
2020-04-02 20:46:50,271.5,273.514152518627
2020-04-02 20:47:00,279.3,273.5142862035034
2020-04-02 20:47:10,302.3,273.51430033797
2020-04-02 20:47:20,278.8,273.5143018324034
2020-04-02 20:47:30,288.4,273.5143019904095
2020-04-02 20:47:40,294.5,273.5143020071154
2020-04-02 20:47:50,284.4,273.5143020088817
2020-04-02 20:48:00,270.0,273.51430200906844
