timestamp,actual,forecast
2020-04-02 20:37:50,-206.2,-199.54887598522407
2020-04-02 20:38:00,-191.4,-202.73857795780356
2020-04-02 20:38:10,-203.5,-204.6057884983751
2020-04-02 20:38:20,-197.8,-205.6988295513616
2020-04-02 20:38:30,-200.3,-206.33868173597287
2020-04-02 20:38:40,-197.2,-206.7132429814386
2020-04-02 20:38:50,-194.0,-206.93250632065823
2020-04-02 20:39:00,-194.6,-207.06086026145627
2020-04-02 20:39:10,-197.4,-207.13599700878947
2020-04-02 20:39:20,-194.1,-207.17998109501787
2020-04-02 20:39:30,-182.2,-207.20572881381074
2020-04-02 20:39:40,-182.0,-207.2208011974814
2020-04-02 20:39:50,-145.0,-207.22962437717132
2020-04-02 20:40:00,-123.3,-207.23478935316595
2020-04-02 20:40:10,-137.9,-207.23781286373273
2020-04-02 20:40:20,-143.1,-207.23958278796025
2020-04-02 20:40:30,-25.3,-207.24061887885588
2020-04-02 20:40:40,-161.2,-207.2412253931503
2020-04-02 20:40:50,-145.1,-207.24158043882332
2020-04-02 20:41:00,-176.0,-207.24178827799724
2020-04-02 20:41:10,-164.5,-207.2419099443785
2020-04-02 20:41:20,-158.1,-207.24198116631445
2020-04-02 20:41:30,-154.3,-207.2420228587204
2020-04-02 20:41:40,-191.8,-207.242047264919
2020-04-02 20:41:50,-188.1,-207.242061551994
2020-04-02 20:42:00,-175.3,-207.24206991546407
2020-04-02 20:42:10,-170.1,-207.24207481133197
2020-04-02 20:42:20,-180.6,-207.24207767731014
2020-04-02 20:42:30,-195.0,-207.2420793550169
2020-04-02 20:42:40,-207.5,-207.2420803371249
2020-04-02 20:42:50,-216.2,-207.2420809120383
2020-04-02 20:43:00,-213.1,-207.2420812485852
2020-04-02 20:43:10,-212.4,-207.24208144559543
2020-04-02 20:43:20,-213.0,-207.24208156092268
2020-04-02 20:43:30,-210.9,-207.2420816284338
2020-04-02 20:43:40,-204.1,-207.24208166795393
2020-04-02 20:43:50,-213.1,-207.2420816910885
2020-04-02 20:44:00,-214.0,-207.24208170463118
2020-04-02 20:44:10,-217.2,-207.2420817125589
2020-04-02 20:44:20,-222.1,-207.24208171719968
2020-04-02 20:44:30,-220.1,-207.24208171991634
2020-04-02 20:44:40,-211.1,-207.24208172150662
2020-04-02 20:44:50,-196.3,-207.24208172243755
2020-04-02 20:45:00,-211.4,-207.2420817229825
2020-04-02 20:45:10,-217.1,-207.2420817233015
2020-04-02 20:45:20,-216.2,-207.24208172348827
2020-04-02 20:45:30,-169.6,-207.24208172359758
2020-04-02 20:45:40,-144.3,-207.24208172366158
2020-04-02 20:45:50,-162.1,-207.24208172369904
2020-04-02 20:46:00,-176.3,-207.242081723721
2020-04-02 20:46:10,-115.0,-107.30029384487518
2020-04-02 20:46:20,-109.0,-101.0292008838915
2020-04-02 20:46:30,-113.2,-97.38774931470809
2020-04-02 20:46:40,-112.6,-95.27325832992952
2020-04-02 20:46:50,-105.0,-94.04543144832348
2020-04-02 20:47:00,-117.5,-93.33246607649322
2020-04-02 20:47:10,-105.3,-92.91846665275999
2020-04-02 20:47:20,-111.0,-92.67806854981784
2020-04-02 20:47:30,-108.0,-92.53847596928462
2020-04-02 20:47:40,-109.0,-92.45741838895665
2020-04-02 20:47:50,-110.3,-92.41035047672574
2020-04-02 20:48:00,-110.0,-92.38301943189546
2020-04-02 20:48:10,-106.9,-92.36714904427662
2020-04-02 20:48:20,-105.5,-92.35793354575702
2020-04-02 20:48:30,-110.2,-92.35258235869063
2020-04-02 20:48:40,-104.0,-92.34947507122716
2020-04-02 20:48:50,-95.4,-92.34767075467818
2020-04-02 20:49:00,-98.2,-92.34662303757854
2020-04-02 20:49:10,-90.1,-92.3460146570139
2020-04-02 20:49:20,-98.1,-92.34566138711732
2020-04-02 20:49:30,-98.0,-92.34545625298404
2020-04-02 20:49:40,-88.1,-92.34533713722286
2020-04-02 20:49:50,-93.0,-92.34526796996953
2020-04-02 20:50:00,-107.0,-92.34522780644384
2020-04-02 20:50:10,-86.0,-92.34520448458679
2020-04-02 20:50:20,-91.1,-92.34519094222448
2020-04-02 20:50:30,-96.2,-92.34518307854636
2020-04-02 20:50:40,-84.1,-92.3451785123243
2020-04-02 20:50:50,-80.1,-92.34517586084446
2020-04-02 20:51:00,-84.8,-92.3451743212029
2020-04-02 20:51:10,-77.1,-92.3451734271753
2020-04-02 20:51:20,-79.4,-92.34517290803801
2020-04-02 20:51:30,-80.1,-92.34517260658923
2020-04-02 20:51:40,-85.3,-92.3451724315462
2020-04-02 20:51:50,-85.2,-92.34517232990352
2020-04-02 20:52:00,-82.3,-92.3451722708824
2020-04-02 20:52:10,-84.1,-92.34517223661045
2020-04-02 20:52:20,-344.9,-92.34517221670967
2020-04-02 20:52:30,-454.1,-92.34517220515383
2020-04-02 20:52:40,-223.4,-92.34517219844368
2020-04-02 20:52:50,-236.9,-92.34517219454727
2020-04-02 20:53:00,-254.2,-92.34517219228474
2020-04-02 20:53:10,-95.4,-92.34517219097094
2020-04-02 20:53:20,-23.1,-92.34517219020806
2020-04-02 20:53:30,-20.8,-92.34517218976508
2020-04-02 20:53:40,-25.3,-92.34517218950785
2020-04-02 20:53:50,-21.3,-92.34517218935848
2020-04-02 20:54:00,-23.4,-92.34517218927175
2020-04-02 20:54:10,-23.5,-92.34517218922139
2020-04-02 20:54:20,-23.9,-92.34517218919214
2020-04-02 20:54:30,-197.1,-158.95238191650108
2020-04-02 20:54:40,-185.5,-132.8689087291448
2020-04-02 20:54:50,-191.8,-117.52766599916195
2020-04-02 20:55:00,-185.4,-108.50456823876334
2020-04-02 20:55:10,-197.5,-103.1975475086506
2020-04-02 20:55:20,-209.1,-100.07617281253934
2020-04-02 20:55:30,-203.1,-98.24030661020086
2020-04-02 20:55:40,-212.9,-97.1605244497676
2020-04-02 20:55:50,-205.0,-96.52544030665044
2020-04-02 20:56:00,-205.6,-96.15190953014915
2020-04-02 20:56:10,-214.3,-95.93221385280343
2020-04-02 20:56:20,-214.1,-95.80299775153198
2020-04-02 20:56:30,-199.6,-95.72699807311537
2020-04-02 20:56:40,-202.2,-95.68229813972785
2020-04-02 20:56:50,-184.3,-95.65600744894498
2020-04-02 20:57:00,-179.2,-95.64054432921618
2020-04-02 20:57:10,-191.0,-95.63144954834026
2020-04-02 20:57:20,-172.7,-95.62610036650426
2020-04-02 20:57:30,-169.5,-95.6229541943529
2020-04-02 20:57:40,-163.8,-95.6211037432915
2020-04-02 20:57:50,-175.2,-95.62001538290755
2020-04-02 20:58:00,-178.2,-95.61937525340072
2020-04-02 20:58:10,-175.1,-95.61899875514558
2020-04-02 20:58:20,-166.6,-95.61877731411747
2020-04-02 20:58:30,-181.3,-95.61864707147154
2020-04-02 20:58:40,-181.6,-95.61857046802113
2020-04-02 20:58:50,-193.3,-95.61852541297351
2020-04-02 20:59:00,-196.6,-95.61849891341892
2020-04-02 20:59:10,-196.3,-95.61848332745394
2020-04-02 20:59:20,-199.3,-95.61847416042048
2020-04-02 20:59:30,-202.2,-95.61846876874259
2020-04-02 20:59:40,-217.2,-95.61846559757598
2020-04-02 20:59:50,-220.3,-95.61846373242419
2020-04-02 21:00:00,-220.6,-95.61846263541743
2020-04-02 21:00:10,-220.8,-95.61846199020248
2020-04-02 21:00:20,-217.4,-95.61846161071317
2020-04-02 21:00:30,-214.2,-95.61846138751292
2020-04-02 21:00:40,-211.3,-95.61846125623558
2020-04-02 21:00:50,-217.5,-95.61846117902356
2020-04-02 21:01:00,-214.5,-95.61846113361057
2020-04-02 21:01:10,-217.7,-95.61846110690048
2020-04-02 21:01:20,-214.5,-95.6184610911907
2020-04-02 21:01:30,-217.6,-95.61846108195084
2020-04-02 21:01:40,-220.3,-95.61846107651633
2020-04-02 21:01:50,-214.5,-95.61846107331996
2020-04-02 21:02:00,-211.8,-95.61846107144
2020-04-02 21:02:10,-211.6,-95.61846107033428
2020-04-02 21:02:20,-205.3,-95.61846106968393
2020-04-02 21:02:30,-172.5,-95.61846106930143
2020-04-02 21:02:40,-157.5,-95.61846106907646
